movieId,tagId,relevance
7271,1119,0.4502794828645408
861,881,0.46102049401399825
5391,175,0.4693820505825953
5192,54,0.8814719638223172
5735,695,0.8186274411366156
6266,863,0.6295699611705368
467,349,0.7164869356023688
4427,443,0.042802636068106636
5579,833,0.7439917193796687
8323,580,0.4861646884536487
1686,282,0.3177475645481276
770,360,0.13977696593814293
6950,915,0.0752087903519918
2434,823,0.044885685496723116
5312,892,0.16179617489024078
5052,953,0.030143794797741652
6421,641,0.732642242442521
1185,1032,0.2486141190217397
4556,563,0.36874042693200915
3386,491,0.8227162138158829
6397,341,0.11465749652459067
8667,472,0.8355940302362127
9275,249,0.6395403505502881
2559,235,0.34202951460460307
7850,1107,0.11780721306768427
2048,1117,0.09149269734091248
2748,824,0.3355143460793206
9168,632,0.14034197271804583
9999,529,0.2677102964752748
190,122,0.05295580045132453
2735,892,0.5950084216966989
3006,10,0.1452761169538045
4659,838,0.756732313125627
1900,753,0.2181749762779721
7735,886,0.7979765793381859
1268,464,0.18988198622586772
1529,712,0.7213665637012986
3557,728,0.3330746796251973
3891,717,0.5831199948890083
8839,80,0.03866181432173843
5394,480,0.49524443435425747
8793,902,0.14868789470206323
8434,891,0.48632022724902646
7514,18,0.1413591308861497
2613,202,0.43708912013937085
7042,741,0.11062082023228836
9556,319,0.21995151773429578
6236,217,0.5950789355038547
5487,1058,0.9766606372101422
7100,266,0.44918476839197197
9671,724,0.6871736926095025
776,775,0.5394246710443752
8227,1104,0.49835793429443775
3153,413,0.06470419683985118
1586,1036,0.14429740227527943
3944,401,0.8830577292325673
7556,724,0.4101643150418033
3074,282,0.614332476584791
1022,723,0.5282332327149584
3844,751,0.3788823795512348
7990,268,0.3878165426109311
9693,298,0.5554650059086728
6874,570,0.14114180147574362
5676,509,0.38725904025443403
162,546,0.4469755694027391
4298,775,0.9851262236761242
996,365,0.3514547692857177
7630,547,0.6445788958808689
9468,271,0.13741549982646817
1017,739,0.06548138183021912
7870,537,0.8715420140012303
6440,59,0.7307349024056865
7893,86,0.317499287594569
6864,763,0.504578002897229
7917,390,0.13574418445183856
8530,719,0.7071602939808602
879,856,0.07033059208743897
9269,149,0.7570330569412019
4888,583,0.5468365102699866
4860,121,0.27885053008676475
6332,765,0.8625743540614568
8572,605,0.9860718703388544
8685,256,0.254349101197638
7209,766,0.8062461495859325
5277,864,0.7501663163764574
2063,800,0.7471901211056694
65,59,0.9572356114840272
8007,1022,0.48661709230199235
2569,1093,0.6741680405566547
5464,388,0.8238773636258041
2028,1110,0.4795364450430264
2696,786,0.4814312028120059
9688,593,0.31865475406735133
5259,909,0.7808257128271341
5619,566,0.6861957796855566
6737,399,0.45113989950104993
392,899,0.4193366573987367
5893,293,0.07258964316911865
3562,485,0.006501146828415516
6185,803,0.5288939665318434
3100,890,0.4174928523515995
6279,244,0.7960367599017643
8393,960,0.5426540563071215
3105,816,0.9367060433822255
7216,273,0.19614079886099856
2455,520,0.9901503403850398
8997,568,0.29791919431210634
2732,638,0.6424239735733059
8155,159,0.5018537136166513
9763,652,0.3595764012492494
5057,176,0.1393091832654466
8111,620,0.13483415145221167
3841,211,0.7115058273781953
1029,447,0.37764138297631134
7386,586,0.9612979741329427
503,167,0.32564848650633804
6911,460,0.9835237217479629
9063,916,0.20542325659526273
6939,1053,0.10281438623105355
4489,714,0.31256973352295714
207,1117,0.885584789428589
5135,841,0.5218519444952847
5978,868,0.13565010593720805
7722,688,0.20249904960409504
7036,330,0.31126066214956327
1485,95,0.5901667378127078
7859,785,0.3323789398776207
864,649,0.7470540820893272
2791,353,0.6162935561852966
7409,930,0.8738237373533401
8756,941,0.5009618263593643
5117,984,0.3311764141010678
6020,1043,0.9962715678032041
1758,646,0.35563332180735574
7575,626,0.42860263978051205
6375,139,0.8091272253580883
6893,716,0.08863623389309261
1679,762,0.38649010605851464
3243,255,0.08571009343828395
4637,1109,0.1393058666727579
1060,676,0.0046408254980069286
6669,92,0.009544292582375213
9915,1093,0.380287889502852
3158,37,0.8091638049477762
5916,140,0.5870043605916931
9790,867,0.6349140441376434
2694,680,0.5192492375848865
3628,137,0.8197931441705587
9556,190,0.8803787251861742
5451,342,0.8497407281453753
1664,1029,0.812132105803039
9722,972,0.1827130735632838
5593,662,0.5938762253652211
7393,243,0.5821631960983702
1307,415,0.527944003747641
6777,707,0.48081278929676596
5865,343,0.08917047718638349
9475,682,0.10216323390622195
7527,653,0.9022815704406234
8902,146,0.6301864391211986
5576,323,0.2623172144980064
5531,122,0.27930038921345623
4414,311,0.6101948316486301
3749,601,0.4069349746356621
664,475,0.4413241709850946
1999,570,0.06064999053341902
7995,575,0.13873918710974475
1496,347,0.3933504265636626
3305,820,0.6996864199347684
3764,382,0.04802538759991315
5233,72,0.3345577928310832
1854,521,0.6950719519345159
6586,933,0.7920507904502913
1292,1118,0.19022070409531333
3582,339,0.7314871318934572
7555,664,0.9554116940790295
7281,40,0.9068121500964483
1637,574,0.7893760773775089
3697,966,0.7123266860413382
699,581,0.23513830801977031
4738,170,0.6339032270481123
855,701,0.6432739938102959
8165,511,0.4068213320926879
5856,584,0.4930154617009376
7393,984,0.6940284881747067
6529,459,0.9521015357104221
5250,529,0.2953062084410316
5173,341,0.24636315195743952
1708,57,0.6018068922988716
5792,218,0.13079911144135992
9926,619,0.5825328304878139
5536,816,0.08885148507143081
4932,731,0.4905838796045088
3511,464,0.6204143747135337
203,247,0.07010963927284186
4219,730,0.2069531519486293
8959,373,0.3353742848795249
4390,417,0.36859869518615895
2328,1055,0.6761046432541584
8005,368,0.5290213405595241
2932,559,0.3821084703053269
7778,108,0.45067625434165004
198,584,0.01297667065023922
7126,839,0.77052527930763
1931,418,0.041004688694782465
6288,821,0.829317492922566
8801,683,0.5409965214147301
9340,256,0.527819191224517
4283,1105,0.7045786277731994
2512,780,0.8595595326534653
9987,838,0.9426461464796643
660,915,0.5433698872439848
2812,235,0.15065823198891826
7099,553,0.8786309261730072
6547,181,0.040672018370114915
9562,157,0.8073371707198082
1987,571,0.6804216264256481
8339,857,0.9047276074229461
2912,1048,0.8974631502474468
1735,948,0.05315408543707967
1844,592,0.6094464071756721
8681,134,0.12467145516820177
2977,421,0.07846861174405473
1960,213,0.44827714583073053
5760,900,0.09759753984874064
6695,482,0.7279023831125928
2386,348,0.9689407105075997
4737,166,0.5695829577830928
1803,937,0.2351688695616866
8156,348,0.8432063915253954
8121,849,0.853103374930026
6617,398,0.7327859723643944
5535,583,0.6151321848133509
4062,726,0.867792454751724
263,308,0.16329168199755906
6288,991,0.9316001263440448
8816,798,0.9472031492105683
9209,719,0.8719923739971334
2050,466,0.2506620347114671
5424,99,0.8581783863106291
4549,158,0.49763821183769175
3109,610,0.5949302374008253
7159,554,0.8406006225041451
7401,651,0.02958284454523752
3171,920,0.36294259217564573
9875,227,0.8156933772444657
2256,423,0.813954783801723
1155,1096,0.8486879268829328
4500,243,0.16921590013949128
6296,530,0.7058866182279601
6198,1069,0.14650334050541858
9889,371,0.7850980089510253
1649,652,0.2451260044545075
5540,689,0.737817727586946
9638,734,0.4550016185279725
4200,92,0.9862634645527724
8446,1046,0.5798938307492809
2558,172,0.6325793642202862
5593,1101,0.3681635138512874
99,179,0.7345201578474331
2201,238,0.494885641104835
2962,877,0.018066635095864148
4974,902,0.6085815978756451
4434,280,0.8304595904293615
2870,1043,0.23680177006045067
957,740,0.2210637550851846
8353,371,0.6088861831192705
5700,870,0.817979276425494
6945,1019,0.24962033784357585
4494,221,0.9322626512430391
9493,920,0.927387356681549
4912,304,0.20053667190793334
3988,438,0.2637844120568157
9720,375,0.7005988109481615
6016,381,0.951733109024426
1219,986,0.7098826887763147
4497,14,0.444900049820538
4736,743,0.1690013464265031
4556,669,0.46100984883962115
9147,500,0.6067677919705544
8051,565,0.3309519189566503
3447,530,0.5102578212000898
1046,492,0.13021412832870594
6894,755,0.4521881045125864
1694,300,0.090775818929554
3437,815,0.049088749948990595
8755,547,0.8572399155993272
5896,727,0.2050815841460749
3355,731,0.5751553291279333
226,828,0.14898275840999242
4894,602,0.26252757090929135
7023,1032,0.36133941976948436
9152,768,0.14367643635477023
5601,875,0.04596229701111032
7997,937,0.877159802018011
9008,131,0.01183283587977213
7684,608,0.06132098283506782
4643,26,0.8050721608281025
7680,635,0.28200833677305603
8209,484,0.7228203011146973
7340,680,0.14622574921791376
9436,1075,0.23728174859671936
2206,5,0.5727765165969935
1070,589,0.9886358384892835
3445,208,0.07344447015922317
1061,257,0.40055459798183224
2328,11,0.04308097000592481
3421,949,0.1992264426559749
302,8,0.9074710268385046
607,936,0.09646010378976966
3171,32,0.8568559213756336
700,540,0.17780323811008125
5089,1005,0.8617848465377039
9332,387,0.5380219631356752
191,640,0.8782066742268435
981,207,0.15170364465152042
2976,557,0.762036551307826
6103,348,0.6806985960805767
1185,793,0.5429333873929625
3328,234,0.810587344410973
3395,1068,0.6482760244270397
8320,1006,0.8770469246077496
1817,737,0.38106214678556605
5855,942,0.589923178273815
6710,176,0.8706008425757117
570,449,0.21481406410413462
5443,592,0.48574135661685425
1896,82,0.960741821728669
2734,135,0.47360180149468445
3864,856,0.2528294451955403
7456,440,0.35107623874323823
4015,1080,0.8850841193734466
1687,697,0.9548830387675503
3010,419,0.9501076426861392
7807,88,0.6989423919685712
155,656,0.5096018888246124
1410,1032,0.18268893490734184
785,215,0.12322101207046454
8097,552,0.059766607641346225
7561,503,0.017714909508969257
7344,699,0.878116722105682
7207,245,0.8090863158033444
5597,309,0.5678213805004708
5802,231,0.9987232545377139
2807,155,0.9530520722016411
538,848,0.6551089707147064
5987,115,0.46457456704025346
1842,311,0.1521707161131296
8717,993,0.5155938052543524
6972,300,0.15774367288552726
5626,1042,0.398451304246189
2951,784,0.9426481084327509
7993,12,0.3419789893356374
4781,232,0.15278727364346711
2369,955,0.5823966042362146
6656,730,0.6023641741274721
8174,1018,0.19380424246791583
4496,999,0.19658658758196024
9164,303,0.989549791324827
6003,541,0.243281072862212
6615,470,0.8381920347835841
9359,813,0.4703238255459795
5920,77,0.434989238912728
854,1020,0.2949624161637524
4147,24,0.7738257968923308
3770,1039,0.8806608784415548
575,676,0.2611274615590803
1149,525,0.09509666934911398
6294,347,0.13691955288560986
6458,172,0.7928035347662441
7510,712,0.4358269113196258
9908,489,0.13191465841072292
4778,378,0.34028820641962454
3855,372,0.514235482853053
2492,1000,0.8520516838450082
3125,977,0.641743254225175
5692,757,0.17603280108000074
3052,477,0.15870271235833644
5,382,0.4123342156333225
5223,155,0.07519284770175638
5316,257,0.755577195283873
4870,674,0.4014538203037721
877,68,0.3430237727813903
9184,344,0.5091083323914358
7028,673,0.7089568037628478
4143,391,0.5693469444930521
6967,259,0.8024027817219871
7080,307,0.6293625638701175
7988,1119,0.7879702674082638
6800,950,0.6967822735646749
4466,970,0.1931228402637365
636,246,0.05235445018579876
1694,733,0.9033968005033816
9875,187,0.9456561653820842
4753,925,0.7269322966314722
8312,785,0.724205822695949
831,408,0.2701470804941095
5178,341,0.5424417088818329
9562,563,0.9922396637046083
8933,651,0.8561435980700195
8309,952,0.30439435255199665
5950,1063,0.3010458656978904
2839,69,0.48357729114805914
1151,381,0.4045986661677845
7561,57,0.37115304628017465
1932,850,0.6269719088061033
9205,1123,0.011492469633537561
1665,916,0.7633396360332768
1082,325,0.740052996675785
513,461,0.8303256805947012
7806,179,0.8414506733068134
5238,844,0.5663996947604685
560,574,0.7800739356232906
3673,119,0.4923951254805192
7405,549,0.9515298364183005
3344,646,0.19069852978743473
4071,26,0.9156170920738993
9663,1032,0.2585303612677231
581,969,0.10272337368685203
7005,533,0.4391044474069674
8131,149,0.6149172424160594
3148,1049,0.23098987319995223
4250,655,0.5557962411442978
1680,945,0.8078933569345047
3507,555,0.25708496580372275
7254,425,0.580322245914203
2745,293,0.3393125961930803
9436,554,0.5297684675304802
5189,431,0.6669190195749695
2142,604,0.3504225718160924
6618,317,0.994482882452134
2480,398,0.5637751984296409
6485,596,0.8244615590929387
9828,546,0.7251352229107911
7422,76,0.8528053137029477
9950,865,0.17380095453856792
4453,916,0.22255370972767097
5882,709,0.4874111778902902
6666,486,0.8523286764854423
2850,1112,0.19760658139085874
7391,747,0.9710658321072984
6906,1031,0.1276023083151414
2490,550,0.175077945180508
9824,976,0.16723378336607542
9208,1076,0.5860059530346196
9541,942,0.9175410815966359
4612,919,0.25511138716643833
2840,363,0.5530368534585615
8528,382,0.17577251004746075
5879,271,0.6311368962077986
9088,1038,0.12324633617951175
6304,298,0.49131076751269787
852,1004,0.6551818136768675
1688,234,0.5791279167555102
6834,575,0.1400004827007425
2428,27,0.16137337151482933
9761,93,0.6713910048249883
4001,617,0.8089092960897761
5053,309,0.9080744025295909
2739,52,0.8136115153461169
5733,319,0.9739238788871947
5388,181,0.4082518041651354
8003,875,0.3311657542220343
5537,1067,0.028184052345116895
3914,647,0.44989585598809345
1067,197,0.6513715524132325
7724,645,0.8154086413224756
4381,971,0.2674553827743703
4108,255,0.5135912763692905
5727,732,0.6620095646140466
3374,336,0.5516028659840939
8946,990,0.27402071740240774
2083,900,0.7962824382950623
8968,514,0.1733610124719337
6749,242,0.904979833786364
9818,149,0.9525967490548113
418,757,0.3655732620752621
8307,620,0.3761817904859518
8809,453,0.7432782589171941
3975,212,0.45628859855200066
3268,668,0.028610143599235194
826,594,0.919876727675241
7669,131,0.4307503419657628
5746,612,0.20349510054031128
9709,256,0.5556640731487861
413,561,0.21890616259131657
7544,63,0.20602199968160784
7588,407,0.5457313273906327
729,802,0.39104229218946907
7165,15,0.5729932782532223
8868,259,0.9968254368112404
5989,723,0.8590181543707683
2505,614,0.0076707992897887545
2968,1069,0.05055570953738975
2787,813,0.6100794401312446
1123,331,0.626256081132298
4080,165,0.8781908440759933
1572,1089,0.6290571745218257
5074,387,0.2277145385157423
5105,1054,0.46851622770365087
2144,328,0.8089854006711885
9880,320,0.9228249645983715
6807,399,0.23691511896670914
7358,105,0.5396047350133258
3441,696,0.15892755017040272
3767,1017,0.49699969892756923
5645,330,0.09011412074950109
2915,660,0.9417280699504742
4969,1071,0.6380564582826155
5918,599,0.8542167417136771
8788,821,0.9982951741819063
729,641,0.18266599470537825
1366,314,0.6941434149596486
4493,462,0.8869862935068581
699,486,0.57593816741179
7187,410,0.639696378366561
396,27,0.4076710895171374
7401,1053,0.674760833716514
8083,271,0.3955779146961238
4172,686,0.47661963815144837
4361,501,0.10291174262282488
2503,385,0.007808400180381647
718,60,0.05515112413894685
2783,220,0.1925216409376017
4947,771,0.45660381959506535
5487,564,0.020994070851453883
8336,546,0.1559366391542325
4981,96,0.7814446038844386
7267,989,0.762166558262047
4492,1113,0.7897302916754999
7193,828,0.9215409431967739
5589,231,0.11907100073451915
7652,968,0.16313987622788295
3637,275,0.3335536146013144
1168,246,0.9151411989809096
1063,111,0.775477743005945
2157,234,0.3241212723323197
7861,417,0.08763581778273488
5162,678,0.6163800261488341
5306,803,0.25681916580565234
6542,619,0.5311525659685531
4730,707,0.9418033596009769
9349,851,0.5726172453143344
7331,475,0.9238344364233642
5335,655,0.3930387859948754
8925,395,0.6333513372887707
4331,111,0.8938899739469642
8011,90,0.5879873116091384
6802,763,0.6148986770271042
4847,1125,0.7163079820812245
6732,132,0.8821077571882531
7242,1037,0.08818006124085298
954,457,0.3368593821760869
2540,98,0.3976847260806038
7057,293,0.9097096653891777
1543,1025,0.9560079245162014
5294,572,0.12038046466512475
1192,250,0.11910767978878078
6314,652,0.9348617942523624
6939,149,0.2957719013825927
2682,44,0.24181441903715273
9410,1068,0.035622865754098676
1541,1102,0.27559593477064903
6173,162,0.6935264272259882
5542,253,0.4260361627395617
9581,132,0.5168703516517602
1366,474,0.9172955966148854
8692,706,0.11468978267131646
9873,1059,0.071240715242599
8703,275,0.8519307491238942
7495,187,0.7748557974307065
4313,949,0.2637341869450325
1325,243,0.3242341263740829
9348,264,0.31027783577566026
3142,522,0.6478087980219113
7420,963,0.06121150698897937
3487,783,0.4894015852637269
1811,1111,0.13387296911274515
6589,535,0.8197385409262475
2924,210,0.38066300430996525
5302,46,0.5275721932194593
4187,26,0.029317608778785975
8906,175,0.058264313541052326
5978,322,0.6750548307334661
4269,55,0.766770545141332
4749,668,0.7100355846022014
4850,147,0.7370186364578603
9436,599,0.10461985054932899
3710,20,0.6934508410975411
9274,333,0.18174758268909363
6620,907,0.09801543187678541
8648,944,0.7571608304548411
9087,911,0.8894061171015647
9577,401,0.7167099074051587
3073,950,0.8055734528147533
6531,28,0.9910881551216159
505,467,0.13475591140668453
1215,982,0.9651525524330385
1532,101,0.6011978054901025
7577,551,0.8132531573450205
824,802,0.65016918158767
929,353,0.5700377887853492
5030,296,0.7036189940216878
134,353,0.3202586645129828
2106,908,0.9242715234919127
3628,1019,0.1152925720557787
6317,1098,0.31803118408646214
1853,1114,0.031162353200503312
4911,455,0.2713230476460917
4176,712,0.21821307714140437
5349,980,0.049630860678631206
9443,739,0.4917740638486221
6191,977,0.4686360418556098
1257,233,0.07774544389866889
3377,1024,0.2618505314084142
5646,102,0.9533221604663561
3487,953,0.11073662451042032
3585,481,0.30501864885946817
9589,108,0.03586239845465855
8054,973,0.14888720262376676
3331,704,0.6993971074657895
2704,335,0.3667165006629388
8663,86,0.45207657067912055
8121,734,0.15697839513065615
7115,875,0.6821401728913017
1354,364,0.7515215980912536
5064,60,0.18111204951673976
8550,560,0.044993463619942164
7576,117,0.0809411343090185
668,874,0.6570457572030177
4469,915,0.13551060249483893
9338,968,0.49391883416883553
6820,999,0.15264153092617005
3720,44,0.17014804820523977
2746,509,0.004360503341518607
7484,849,0.3208242558583879
540,917,0.08979726607286032
4965,898,0.39396127534042524
4836,799,0.5977843096175839
3776,876,0.36753194792811694
6043,286,0.7050816308353353
7103,684,0.7414517680393581
7313,819,0.6966063873608118
5321,121,0.9367135596314982
6133,945,0.23729427699515104
7892,1018,0.1894564531149766
2780,907,0.6097114892418671
925,13,0.5948770094341834
1582,603,0.5100983336748071
7715,200,0.004353191494264497
3325,586,0.5552382299059985
5714,448,0.932798056872979
7027,841,0.3345776891128629
256,1095,0.9675991933202505
4805,590,0.35675667919769427
1839,889,0.13985450251781784
10,43,0.3984034149271385
2872,520,0.4946113129235441
8990,1037,0.6294644101765912
7410,725,0.504878162022334
7419,623,0.5367186274062181
5125,988,0.024067038357605375
1016,803,0.2536201691339893
2194,535,0.310696657939172
8416,302,0.987088537881449
7450,527,0.29556773848703366
4159,460,0.8965788488242853
3926,832,0.30473620054107875
6971,505,0.09611033104239108
6939,932,0.24761739906094438
4785,325,0.27282838491429795
4001,579,0.9782485938889842
1634,761,0.6742915055672372
7267,851,0.931680995620966
8703,960,0.8349950222048218
385,502,0.5785984906780975
405,334,0.6753879242455633
8176,284,0.6248371936960315
2001,475,0.6662630261917867
9861,1078,0.26477366462727625
5990,632,0.40812513420793706
1461,703,0.5926158115981464
7191,409,0.03592846505585712
7141,982,0.4828349014016934
3637,559,0.8597269333978532
4810,222,0.4923677275853299
4179,158,0.5523233686554994
7246,348,0.20190512051519083
6601,889,0.7943433439854379
5998,922,0.35887828803752886
2049,662,0.9565875534795444
4781,405,0.9937148082595793
717,677,0.916000542595843
7940,589,0.08487674481614393
5566,558,0.33318315549602684
4545,905,0.9451376351025174
4977,1071,0.8045332948444376
3420,479,0.9111835893074296
7240,487,0.5725531936410988
9767,566,0.4803975881875302
250,524,0.10649631700445106
8866,704,0.8394715423230991
771,1030,0.7451415484204785
4364,821,0.0588766030154122
1078,858,0.20941458959528536
8428,585,0.5572775633150104
8581,686,0.6844024020646386
7902,232,0.13767026426100648
4859,270,0.24482481846232385
6545,940,0.193110211709014
4720,874,0.2199971526705422
2815,52,0.9207131235687668
3375,116,0.7158195730387541
1253,538,0.7371069804033034
6997,541,0.7939953108692825
4674,1043,0.35657304264406
4531,815,0.7671846143991405
6882,791,0.9784133943229371
6950,618,0.698394245940942
9522,419,0.4167531122925391
6242,309,0.7163597857109747
8018,864,0.9007947002628693
6942,186,0.1287615436759736
9551,261,0.2652946755847214
7003,160,0.9192962153289053
1332,870,0.9462329004445271
4262,762,0.48413912711794505
7649,224,0.3745509634032975
9551,180,0.28278180560302923
5116,20,0.4987515410909684
4638,632,0.9345311515910517
4855,58,0.14980962742445547
3178,1117,0.41983063854722025
7731,723,0.9116078569574889
2181,615,0.3491192701442519
4893,562,0.7680814070435371
7044,374,0.389259786241102
138,622,0.8049266783230417
6328,88,0.9810023499572086
3473,1044,0.3878220105752783
5450,1014,0.8450986545742005
2833,14,0.9884168248403008
3580,133,0.9838301430112543
5972,1058,0.433771081533308
4165,892,0.48576112054915
7942,592,0.303401561643002
5570,583,0.31401876372236504
4301,1102,0.4924706226322353
6270,289,0.20051859006430872
3819,1013,0.7111232961549275
1907,879,0.5363085347542523
6255,7,0.8980678571732823
761,240,0.810582433810541
7831,536,0.3224711128461346
7351,70,0.5058046230176674
6239,216,0.7505149276387741
6091,1128,0.19320012747839166
6032,1078,0.03159772981758335
7688,806,0.8523045263082838
9092,330,0.13755025749294825
9912,848,0.8894114309537064
8473,45,0.9136080238811446
1888,829,0.4607004381371572
3267,198,0.8067817123525782
667,896,0.36319124635413835
4189,332,0.8582645485117468
672,696,0.8246818841667168
6778,27,0.0785183897012024
7571,318,0.5826017407523671
7957,365,0.6399989035967482
5125,1127,0.0008572906882160503
5586,960,0.9799183187292954
4778,373,0.4065675749007108
3901,245,0.5173432058592131
6678,478,0.19480407979302095
6982,125,0.6109185775172612
6377,537,0.8106198662793589
524,706,0.5858923457197281
2394,531,0.7880350458020972
2594,786,0.7311079607181669
9946,254,0.23765781152713805
7241,121,0.4358128411091541
6938,1056,0.1486268844364086
6191,661,0.04193587507510199
5241,1061,0.06306895526413092
6494,1037,0.9424999298728906
2879,88,0.9845374591343785
4144,46,0.09497750804983995
3645,933,0.3351934351720487
4433,745,0.11442068015602269
1277,967,0.8342288233689691
5812,763,0.4962970916402817
303,762,0.6212617559255493
639,794,0.5399108657350062
56,744,0.710253583840716
8718,1070,0.3191322433170606
8151,558,0.1374933545300323
2126,526,0.01762000272971398
365,597,0.44569288862593814
6810,840,0.9078344287914373
4622,3,0.30526653801226666
5127,1052,0.19595682113562307
5123,157,0.9260427462471071
1647,855,0.10544863875129418
919,511,0.051801033415810105
2798,687,0.8794131749554379
6507,571,0.7009093819546891
5871,715,0.4220686381374128
1532,239,0.752343973008841
8173,303,0.7414399520442692
3346,607,0.04006056326058294
7674,991,0.67624681206184
6950,334,0.6408723774527126
6883,113,0.9637791364163035
1907,362,0.9666226101597636
3087,801,0.37779932620204393
8153,97,0.5898419118882183
5751,16,0.14135737488837874
8906,556,0.06645652595713403
1063,376,0.43277987225890246
1977,742,0.6898820108350104
1297,390,0.5677611222977269
6230,620,0.42965692218600193
7642,824,0.818112546774591
126,320,0.794427472183747
4633,196,0.7319420550777613
6289,418,0.07703224815376108
3597,607,0.7964696278956436
6169,568,0.9194213159947
9796,544,0.05944208829091646
7562,231,0.40167138880853503
8259,884,0.9883554897165877
233,521,0.5992388584682836
9362,703,0.5135774021274628
6372,846,0.17744614746874354
4207,673,0.56548628333417
9686,21,0.43904326046945297
7944,588,0.12744305557012303
6892,898,0.46433265261803425
6739,371,0.16439930517526047
2473,78,0.7306636217260566
2740,648,0.9736483661436229
5402,140,0.46957704842569614
1762,553,0.6323683319146128
877,998,0.4309755247668423
3813,282,0.13845385365700535
9505,440,0.9705552864754987
1461,270,0.1295786640840797
1734,746,0.11162680851354068
1606,104,0.4591729416713005
5623,766,0.6588872657669321
6768,95,0.3549232709728912
6987,729,0.19251702219690303
3518,480,0.8189633680274763
3736,780,0.3631033206095512
9353,13,0.1943209733839072
8435,601,0.36508487750687013
2591,95,0.21455420764279098
1064,293,0.5194477378123405
4325,25,0.6682893861376992
9112,939,0.799557377199186
5343,762,0.22756203031986588
6,1111,0.16695400570444552
7490,654,0.01960342089522016
8660,985,0.22808776834724265
8196,638,0.02390535249779624
5967,491,0.34547420368905934
8838,1127,0.14569308883003662
118,575,0.5798955982277842
2552,294,0.3837267594912731
5561,896,0.09358534107075955
4290,40,0.3998664630365941
847,776,0.20934811596785163
6317,520,0.6801773513401055
6470,546,0.3644362447707399
9334,236,0.14703000921514608
8916,463,0.3496017324042866
225,483,0.22437833393018547
4209,430,0.7957790016383861
6284,1046,0.9833675603649452
2049,343,0.02549138902976744
6234,1064,0.6900201373152819
9766,133,0.26395783362348657
1829,351,0.06640864386929446
1918,506,0.014351309585293515
4235,84,0.8810096692124272
6989,993,0.35360650207779953
2027,830,0.9945438920906041
3745,861,0.4423771676302123
9094,343,0.1875977517713744
10,866,0.7771435685225458
261,293,0.9264922163672986
6039,598,0.815621030775491
9866,645,0.7451992340275277
